gene	COG_category
h1SMcG0023030	-
h1SMcG0023031	C
h1SMcG0023032	C
h1SMcG0023033	K
h1SMcG0023034	-
h1SMcG0023035	P
h1SMcG0023036	T
h1SMcG0023037	Q
h1SMcG0023038	AL
h1SMcG0023039	-
h1SMcG0023040	J
h1SMcG0023041	A
h1SMcG0023042	E
h1SMcG0023043	T
h1SMcG0023044	-
h1SMcG0023045	-
h1SMcG0023046	T
h1SMcG0023047	T
h1SMcG0023048	-
h1SMcG0023049	-
h1SMcG0023050	-
h1SMcG0023051	S
h1SMcG0023052	K
h1SMcG0023053	Q
h1SMcG0023054	-
h1SMcG0023055	-
h1SMcG0023056	-
h1SMcG0023057	P
h1SMcG0023058	F
h1SMcG0023059	O
h1SMcG0023060	-
h1SMcG0023061	T
h1SMcG0023062	K
h1SMcG0023063	PT
h1SMcG0023064	P
h1SMcG0023065	S
h1SMcG0023066	S
h1SMcG0023067	-
h1SMcG0023068	-
h1SMcG0023069	-
h1SMcG0023070	S
h1SMcG0023071	-
h1SMcG0023072	T
h1SMcG0023073	-
h1SMcG0023074	L
h1SMcG0023075	-
h1SMcG0023076	-
h1SMcG0023077	-
h1SMcG0023078	-
h1SMcG0023079	-
h1SMcG0023080	TU
h1SMcG0023081	-
h1SMcG0023082	-
h1SMcG0023083	-
h1SMcG0023084	E
h1SMcG0023085	E
h1SMcG0023086	-
h1SMcG0023087	O
h1SMcG0023088	L
h1SMcG0023089	-
h1SMcG0023090	-
h1SMcG0023091	-
h1SMcG0023092	-
h1SMcG0023093	U
h1SMcG0023094	-
h1SMcG0023095	U
h1SMcG0023096	-
h1SMcG0023097	-
h1SMcG0023098	Y
h1SMcG0023099	L
h1SMcG0023100	-
h1SMcG0023101	-
h1SMcG0023102	-
h1SMcG0023103	L
h1SMcG0023104	-
h1SMcG0023105	-
h1SMcG0023106	-
h1SMcG0023107	E
h1SMcG0023108	-
h1SMcG0023109	L
h1SMcG0023110	-
h1SMcG0023111	S
h1SMcG0023112	A
h1SMcG0023113	S
h1SMcG0023114	E
h1SMcG0023115	-
h1SMcG0023116	-
h1SMcG0023117	E
h1SMcG0023118	P
h1SMcG0023119	-
h1SMcG0023120	Z
h1SMcG0023121	E
h1SMcG0023122	O
h1SMcG0023123	S
h1SMcG0023124	S
h1SMcG0023125	-
h1SMcG0023126	P
h1SMcG0023127	O
h1SMcG0023128	K
h1SMcG0023129	K
h1SMcG0023130	C
h1SMcG0023131	-
h1SMcG0023132	I
h1SMcG0023133	J
h1SMcG0023142	C
h1SMcG0023143	C
h1SMcG0023144	-
h1SMcG0023145	C
h1SMnG0000001	-
h1SMnG0000002	-
h1SMnG0000003	-
h1SMnG0000004	-
h1SMnG0000005	-
h1SMnG0000006	-
h1SMnG0000007	-
h1SMnG0000008	-
h1SMnG0000009	-
h1SMnG0000010	-
h1SMnG0000011	-
h1SMnG0000012	-
h1SMnG0000013	-
h1SMnG0000014	-
h1SMnG0000015	-
h1SMnG0000016	-
h1SMnG0000017	-
h1SMnG0000018	-
h1SMnG0000019	-
h1SMnG0000020	-
h1SMnG0000021	-
h1SMnG0000022	-
h1SMnG0000023	-
h1SMnG0000024	-
h1SMnG0000025	-
h1SMnG0000026	-
h1SMnG0000027	-
h1SMnG0000028	-
h1SMnG0000029	T
h1SMnG0000030	-
h1SMnG0000031	-
h1SMnG0000032	-
h1SMnG0000033	-
h1SMnG0000034	-
h1SMnG0000035	-
h1SMnG0000036	-
h1SMnG0000037	-
h1SMnG0000038	-
h1SMnG0000039	-
h1SMnG0000040	-
h1SMnG0000041	-
h1SMnG0000042	-
h1SMnG0000043	-
h1SMnG0000044	-
h1SMnG0000045	-
h1SMnG0000046	-
h1SMnG0000047	-
h1SMnG0000048	-
h1SMnG0000049	-
h1SMnG0000050	-
h1SMnG0000051	-
h1SMnG0000052	-
h1SMnG0000053	-
h1SMnG0000054	-
h1SMnG0000055	-
h1SMnG0000056	-
h1SMnG0000057	-
h1SMnG0000058	-
h1SMnG0000059	-
h1SMnG0000060	-
h1SMnG0000061	-
h1SMnG0000062	-
h1SMnG0000063	-
h1SMnG0000064	-
h1SMnG0000065	-
h1SMnG0000066	-
h1SMnG0000067	-
h1SMnG0000068	-
h1SMnG0000069	-
h1SMnG0000070	-
h1SMnG0000071	-
h1SMnG0000072	-
h1SMnG0000073	-
h1SMnG0000074	-
h1SMnG0000075	-
h1SMnG0000076	-
h1SMnG0000077	-
h1SMnG0000078	-
h1SMnG0000079	-
h1SMnG0000080	-
h1SMnG0000081	-
h1SMnG0000082	F
h1SMnG0000083	-
h1SMnG0000084	-
h1SMnG0000085	-
h1SMnG0000086	-
h1SMnG0000087	-
h1SMnG0000088	-
h1SMnG0000089	-
h1SMnG0000090	-
h1SMnG0000091	-
h1SMnG0000092	-
h1SMnG0000093	-
h1SMnG0000094	-
h1SMnG0000095	-
h1SMnG0000096	-
h1SMnG0000097	-
h1SMnG0000098	-
h1SMnG0000099	-
h1SMnG0000100	-
h1SMnG0000101	-
h1SMnG0000102	-
h1SMnG0000103	-
h1SMnG0000104	-
h1SMnG0000105	-
h1SMnG0000106	-
h1SMnG0000107	-
h1SMnG0000108	-
h1SMnG0000109	-
h1SMnG0000110	-
h1SMnG0000111	-
h1SMnG0000112	-
h1SMnG0000113	-
h1SMnG0000114	-
h1SMnG0000115	-
h1SMnG0000116	-
h1SMnG0000117	-
h1SMnG0000118	-
h1SMnG0000119	-
h1SMnG0000120	-
h1SMnG0000121	-
h1SMnG0000122	-
h1SMnG0000123	-
h1SMnG0000124	-
h1SMnG0000125	-
h1SMnG0000126	-
h1SMnG0000127	-
h1SMnG0000128	-
h1SMnG0000129	-
h1SMnG0000130	-
h1SMnG0000131	-
h1SMnG0000132	-
h1SMnG0000133	-
h1SMnG0000134	-
h1SMnG0000135	-
h1SMnG0000136	-
h1SMnG0000137	-
h1SMnG0000138	-
h1SMnG0000139	-
h1SMnG0000140	-
h1SMnG0000141	-
h1SMnG0000142	-
h1SMnG0000143	-
h1SMnG0000144	-
h1SMnG0000145	-
h1SMnG0000146	-
h1SMnG0000147	-
h1SMnG0000148	-
h1SMnG0000149	-
h1SMnG0000150	-
h1SMnG0000151	-
h1SMnG0000152	A
h1SMnG0000153	-
h1SMnG0000154	-
h1SMnG0000155	-
h1SMnG0000156	-
h1SMnG0000157	-
h1SMnG0000158	-
h1SMnG0000159	-
h1SMnG0000160	-
h1SMnG0000161	-
h1SMnG0000162	-
h1SMnG0000163	-
h1SMnG0000164	-
h1SMnG0000165	-
h1SMnG0000166	-
h1SMnG0000167	-
h1SMnG0000168	-
h1SMnG0000169	-
h1SMnG0000170	-
h1SMnG0000171	-
h1SMnG0000172	-
h1SMnG0000173	-
h1SMnG0000174	-
h1SMnG0000175	-
h1SMnG0000176	-
h1SMnG0000177	-
h1SMnG0000178	-
h1SMnG0000179	-
h1SMnG0000180	-
h1SMnG0000181	-
h1SMnG0000182	-
h1SMnG0000183	O
h1SMnG0000184	-
h1SMnG0000185	-
h1SMnG0000186	-
h1SMnG0000187	L
h1SMnG0000188	S
h1SMnG0000189	-
h1SMnG0000190	-
h1SMnG0000191	-
h1SMnG0000192	-
h1SMnG0000193	-
h1SMnG0000194	-
h1SMnG0000195	-
h1SMnG0000196	-
h1SMnG0000197	S
h1SMnG0000198	-
h1SMnG0000199	-
h1SMnG0000200	-
h1SMnG0000201	-
h1SMnG0000202	-
h1SMnG0000203	-
h1SMnG0000204	-
h1SMnG0000205	-
h1SMnG0000206	ADK
h1SMnG0000207	-
h1SMnG0000208	-
h1SMnG0000209	-
h1SMnG0000210	-
h1SMnG0000211	-
h1SMnG0000212	-
h1SMnG0000213	-
h1SMnG0000214	-
h1SMnG0000215	-
h1SMnG0000216	-
h1SMnG0000217	-
h1SMnG0000218	-
h1SMnG0000219	-
h1SMnG0000220	-
h1SMnG0000221	-
h1SMnG0000222	-
h1SMnG0000223	-
h1SMnG0000224	-
h1SMnG0000225	-
h1SMnG0000226	-
h1SMnG0000227	-
h1SMnG0000228	-
h1SMnG0000229	-
h1SMnG0000230	-
h1SMnG0000231	-
h1SMnG0000232	-
h1SMnG0000233	-
h1SMnG0000234	S
h1SMnG0000235	-
h1SMnG0000236	-
h1SMnG0000237	-
h1SMnG0000238	-
h1SMnG0000239	-
h1SMnG0000240	-
h1SMnG0000241	-
h1SMnG0000242	-
h1SMnG0000243	-
h1SMnG0000244	-
h1SMnG0000245	-
h1SMnG0000246	-
h1SMnG0000247	-
h1SMnG0000248	-
h1SMnG0000249	-
h1SMnG0000250	-
h1SMnG0000251	-
h1SMnG0000252	-
h1SMnG0000253	-
h1SMnG0000254	-
h1SMnG0000255	-
h1SMnG0000256	-
h1SMnG0000257	-
h1SMnG0000258	-
h1SMnG0000259	-
h1SMnG0000260	-
h1SMnG0000261	-
h1SMnG0000262	-
h1SMnG0000263	-
h1SMnG0000264	-
h1SMnG0000265	-
h1SMnG0000266	-
h1SMnG0000267	-
h1SMnG0000268	-
h1SMnG0000269	-
h1SMnG0000270	-
h1SMnG0000271	-
h1SMnG0000272	-
h1SMnG0000273	-
h1SMnG0000274	-
h1SMnG0000275	-
h1SMnG0000276	-
h1SMnG0000277	-
h1SMnG0000278	-
h1SMnG0000279	-
h1SMnG0000280	-
h1SMnG0000281	-
h1SMnG0000282	-
h1SMnG0000283	-
h1SMnG0000284	-
h1SMnG0000285	-
h1SMnG0000286	-
h1SMnG0000287	-
h1SMnG0000288	S
h1SMnG0000289	-
h1SMnG0000290	-
h1SMnG0000291	-
h1SMnG0000292	-
h1SMnG0000293	-
h1SMnG0000294	-
h1SMnG0000295	-
h1SMnG0000296	U
h1SMnG0000297	-
h1SMnG0000298	-
h1SMnG0000299	-
h1SMnG0000300	-
h1SMnG0000301	-
h1SMnG0000302	-
h1SMnG0000303	-
h1SMnG0000304	I
h1SMnG0000305	-
h1SMnG0000306	-
h1SMnG0000307	-
h1SMnG0000308	-
h1SMnG0000309	-
h1SMnG0000310	-
h1SMnG0000311	Z
h1SMnG0000312	-
h1SMnG0000313	-
h1SMnG0000314	DO
h1SMnG0000315	-
h1SMnG0000316	-
h1SMnG0000317	-
h1SMnG0000318	-
h1SMnG0000319	-
h1SMnG0000320	S
h1SMnG0000321	-
h1SMnG0000322	-
h1SMnG0000323	-
h1SMnG0000324	-
h1SMnG0000325	-
h1SMnG0000326	-
h1SMnG0000327	-
h1SMnG0000328	-
h1SMnG0000329	-
h1SMnG0000330	-
h1SMnG0000331	-
h1SMnG0000332	-
h1SMnG0000333	-
h1SMnG0000334	-
h1SMnG0000335	-
h1SMnG0000336	-
h1SMnG0000337	-
h1SMnG0000338	-
h1SMnG0000339	-
h1SMnG0000340	-
h1SMnG0000341	-
h1SMnG0000342	-
h1SMnG0000343	-
h1SMnG0000344	-
h1SMnG0000345	S
h1SMnG0000346	-
h1SMnG0000347	-
h1SMnG0000348	-
h1SMnG0000349	-
h1SMnG0000350	-
h1SMnG0000351	-
h1SMnG0000352	-
h1SMnG0000353	-
h1SMnG0000354	-
h1SMnG0000355	-
h1SMnG0000356	-
h1SMnG0000357	-
h1SMnG0000358	-
h1SMnG0000359	-
h1SMnG0000360	-
h1SMnG0000361	-
h1SMnG0000362	-
h1SMnG0000363	-
h1SMnG0000364	T
h1SMnG0000365	-
h1SMnG0000366	-
h1SMnG0000367	-
h1SMnG0000368	-
h1SMnG0000369	-
h1SMnG0000370	-
h1SMnG0000371	-
h1SMnG0000372	-
h1SMnG0000373	-
h1SMnG0000374	-
h1SMnG0000375	-
h1SMnG0000376	-
h1SMnG0000377	-
h1SMnG0000378	-
h1SMnG0000379	-
h1SMnG0000380	-
h1SMnG0000381	-
h1SMnG0000382	-
h1SMnG0000383	-
h1SMnG0000384	-
h1SMnG0000385	-
h1SMnG0000386	-
h1SMnG0000387	-
h1SMnG0000388	-
h1SMnG0000389	-
h1SMnG0000390	-
h1SMnG0000391	-
h1SMnG0000392	-
h1SMnG0000393	-
h1SMnG0000394	-
h1SMnG0000395	-
h1SMnG0000396	-
h1SMnG0000397	-
h1SMnG0000398	-
h1SMnG0000399	-
h1SMnG0000400	-
h1SMnG0000401	-
h1SMnG0000402	-
h1SMnG0000403	-
h1SMnG0000404	-
h1SMnG0000405	-
h1SMnG0000406	-
h1SMnG0000407	-
h1SMnG0000408	-
h1SMnG0000409	-
h1SMnG0000410	-
h1SMnG0000411	-
h1SMnG0000412	-
h1SMnG0000413	-
h1SMnG0000414	-
h1SMnG0000415	-
h1SMnG0000416	-
h1SMnG0000417	-
h1SMnG0000418	-
h1SMnG0000419	-
h1SMnG0000420	-
h1SMnG0000421	-
h1SMnG0000422	-
h1SMnG0000423	-
h1SMnG0000424	-
h1SMnG0000425	-
h1SMnG0000426	-
h1SMnG0000427	-
h1SMnG0000428	-
h1SMnG0000429	-
h1SMnG0000430	-
h1SMnG0000431	-
h1SMnG0000432	-
h1SMnG0000433	-
h1SMnG0000434	-
h1SMnG0000435	-
h1SMnG0000436	-
h1SMnG0000437	-
h1SMnG0000438	-
h1SMnG0000439	-
h1SMnG0000440	-
h1SMnG0000441	-
h1SMnG0000442	-
h1SMnG0000443	-
h1SMnG0000444	-
h1SMnG0000445	-
h1SMnG0000446	-
h1SMnG0000447	-
h1SMnG0000448	-
h1SMnG0000449	-
h1SMnG0000450	-
h1SMnG0000451	-
h1SMnG0000452	-
h1SMnG0000453	-
h1SMnG0000454	-
h1SMnG0000455	-
h1SMnG0000456	-
h1SMnG0000457	-
h1SMnG0000458	-
h1SMnG0000459	-
h1SMnG0000460	-
h1SMnG0000461	-
h1SMnG0000462	-
h1SMnG0000463	-
h1SMnG0000464	-
h1SMnG0000465	T
h1SMnG0000466	-
h1SMnG0000467	-
h1SMnG0000468	-
h1SMnG0000469	Z
h1SMnG0000470	-
h1SMnG0000471	-
h1SMnG0000472	-
h1SMnG0000473	-
h1SMnG0000474	-
h1SMnG0000475	-
h1SMnG0000476	-
h1SMnG0000477	-
h1SMnG0000478	-
h1SMnG0000479	-
h1SMnG0000480	-
h1SMnG0000481	-
h1SMnG0000482	-
h1SMnG0000483	-
h1SMnG0000484	-
h1SMnG0000485	-
h1SMnG0000486	-
h1SMnG0000487	-
h1SMnG0000488	-
h1SMnG0000489	-
h1SMnG0000490	-
h1SMnG0000491	-
h1SMnG0000492	-
h1SMnG0000493	-
h1SMnG0000494	-
h1SMnG0000495	-
h1SMnG0000496	-
h1SMnG0000497	-
h1SMnG0000498	-
h1SMnG0000499	-
h1SMnG0000500	-
h1SMnG0000501	-
h1SMnG0000502	-
h1SMnG0000503	-
h1SMnG0000504	-
h1SMnG0000505	H
h1SMnG0000506	-
h1SMnG0000507	-
h1SMnG0000508	-
h1SMnG0000509	-
h1SMnG0000510	-
h1SMnG0000511	-
h1SMnG0000512	-
h1SMnG0000513	-
h1SMnG0000514	-
h1SMnG0000515	-
h1SMnG0000516	-
h1SMnG0000517	-
h1SMnG0000518	-
h1SMnG0000519	-
h1SMnG0000520	-
h1SMnG0000521	-
h1SMnG0000522	-
h1SMnG0000523	-
h1SMnG0000524	-
h1SMnG0000525	-
h1SMnG0000526	-
h1SMnG0000527	-
h1SMnG0000528	-
h1SMnG0000529	-
h1SMnG0000530	-
h1SMnG0000531	-
h1SMnG0000532	-
h1SMnG0000533	-
h1SMnG0000534	-
h1SMnG0000535	-
h1SMnG0000536	-
h1SMnG0000537	-
h1SMnG0000538	-
h1SMnG0000539	-
h1SMnG0000540	-
h1SMnG0000541	-
h1SMnG0000542	-
h1SMnG0000543	-
h1SMnG0000544	-
h1SMnG0000545	-
h1SMnG0000546	-
h1SMnG0000547	-
h1SMnG0000548	-
h1SMnG0000549	LO
h1SMnG0000550	-
h1SMnG0000551	-
h1SMnG0000552	-
h1SMnG0000553	-
h1SMnG0000554	K
h1SMnG0000555	-
h1SMnG0000556	-
h1SMnG0000557	-
h1SMnG0000558	-
h1SMnG0000559	-
h1SMnG0000560	-
h1SMnG0000561	-
h1SMnG0000562	-
h1SMnG0000563	-
h1SMnG0000564	-
h1SMnG0000565	-
h1SMnG0000566	O
h1SMnG0000567	-
h1SMnG0000568	-
h1SMnG0000569	-
h1SMnG0000570	-
h1SMnG0000571	-
h1SMnG0000572	B
h1SMnG0000573	-
h1SMnG0000574	B
h1SMnG0000575	-
h1SMnG0000576	-
h1SMnG0000577	-
h1SMnG0000578	-
h1SMnG0000579	-
h1SMnG0000580	-
h1SMnG0000581	-
h1SMnG0000582	-
h1SMnG0000583	-
h1SMnG0000584	-
h1SMnG0000585	-
h1SMnG0000586	-
h1SMnG0000587	-
h1SMnG0000588	-
h1SMnG0000589	-
h1SMnG0000590	-
h1SMnG0000591	-
h1SMnG0000592	-
h1SMnG0000593	-
h1SMnG0000594	-
h1SMnG0000595	-
h1SMnG0000596	-
h1SMnG0000597	-
h1SMnG0000598	-
h1SMnG0000599	-
h1SMnG0000600	-
h1SMnG0000601	-
h1SMnG0000602	S
h1SMnG0000603	-
h1SMnG0000604	-
h1SMnG0000605	-
h1SMnG0000606	-
h1SMnG0000607	-
h1SMnG0000608	-
h1SMnG0000609	-
h1SMnG0000610	-
h1SMnG0000611	-
h1SMnG0000612	-
h1SMnG0000613	-
h1SMnG0000614	-
h1SMnG0000615	P
h1SMnG0000616	-
h1SMnG0000617	-
h1SMnG0000618	-
h1SMnG0000619	-
h1SMnG0000620	-
h1SMnG0000621	-
h1SMnG0000622	-
h1SMnG0000623	-
h1SMnG0000624	-
h1SMnG0000625	-
h1SMnG0000626	-
h1SMnG0000627	-
h1SMnG0000628	-
h1SMnG0000629	-
h1SMnG0000630	-
h1SMnG0000631	-
h1SMnG0000632	-
h1SMnG0000633	-
h1SMnG0000634	-
h1SMnG0000635	-
h1SMnG0000636	-
h1SMnG0000637	-
h1SMnG0000638	-
h1SMnG0000639	-
h1SMnG0000640	-
h1SMnG0000641	-
h1SMnG0000642	-
h1SMnG0000643	-
h1SMnG0000644	-
h1SMnG0000645	-
h1SMnG0000646	-
h1SMnG0000647	-
h1SMnG0000648	-
h1SMnG0000649	-
h1SMnG0000650	-
h1SMnG0000651	-
h1SMnG0000652	-
h1SMnG0000653	-
h1SMnG0000654	-
h1SMnG0000655	S
h1SMnG0000656	-
h1SMnG0000657	-
h1SMnG0000658	-
h1SMnG0000659	-
h1SMnG0000660	-
h1SMnG0000661	S
h1SMnG0000662	-
h1SMnG0000663	-
h1SMnG0000664	-
h1SMnG0000665	-
h1SMnG0000666	-
h1SMnG0000667	-
h1SMnG0000668	-
h1SMnG0000669	-
h1SMnG0000670	-
h1SMnG0000671	-
h1SMnG0000672	-
h1SMnG0000673	-
h1SMnG0000674	-
h1SMnG0000675	-
h1SMnG0000676	-
h1SMnG0000677	-
h1SMnG0000678	-
h1SMnG0000679	-
h1SMnG0000680	-
h1SMnG0000681	-
h1SMnG0000682	-
h1SMnG0000683	-
h1SMnG0000684	-
h1SMnG0000685	-
h1SMnG0000686	-
h1SMnG0000687	-
h1SMnG0000688	-
h1SMnG0000689	-
h1SMnG0000690	-
h1SMnG0000691	-
h1SMnG0000692	-
h1SMnG0000693	-
h1SMnG0000694	-
h1SMnG0000695	S
h1SMnG0000696	-
h1SMnG0000697	-
h1SMnG0000698	-
h1SMnG0000699	-
h1SMnG0000700	-
h1SMnG0000701	-
h1SMnG0000702	-
h1SMnG0000703	-
h1SMnG0000704	-
h1SMnG0000705	-
h1SMnG0000706	-
h1SMnG0000707	-
h1SMnG0000708	-
h1SMnG0000709	-
h1SMnG0000710	-
h1SMnG0000711	-
h1SMnG0000712	-
h1SMnG0000713	-
h1SMnG0000714	-
h1SMnG0000715	-
h1SMnG0000716	-
h1SMnG0000717	-
h1SMnG0000718	-
h1SMnG0000719	-
h1SMnG0000720	-
h1SMnG0000721	-
h1SMnG0000722	-
h1SMnG0000723	-
h1SMnG0000724	-
h1SMnG0000725	-
h1SMnG0000726	-
h1SMnG0000727	-
h1SMnG0000728	-
h1SMnG0000729	-
h1SMnG0000730	-
h1SMnG0000731	-
h1SMnG0000732	-
h1SMnG0000733	-
h1SMnG0000734	-
h1SMnG0000735	-
h1SMnG0000736	-
h1SMnG0000737	-
h1SMnG0000738	T
h1SMnG0000739	-
h1SMnG0000740	-
h1SMnG0000741	L
h1SMnG0000742	-
h1SMnG0000743	-
h1SMnG0000744	K
h1SMnG0000745	-
h1SMnG0000746	-
h1SMnG0000747	-
h1SMnG0000748	-
h1SMnG0000749	-
h1SMnG0000750	-
h1SMnG0000751	-
h1SMnG0000752	-
h1SMnG0000753	-
h1SMnG0000754	-
h1SMnG0000755	-
h1SMnG0000756	-
h1SMnG0000757	-
h1SMnG0000758	-
h1SMnG0000759	-
h1SMnG0000760	-
h1SMnG0000761	-
h1SMnG0000762	-
h1SMnG0000763	-
h1SMnG0000764	-
h1SMnG0000765	-
h1SMnG0000766	-
h1SMnG0000767	-
h1SMnG0000768	-
h1SMnG0000769	-
h1SMnG0000770	-
h1SMnG0000771	-
h1SMnG0000772	T
h1SMnG0000773	-
h1SMnG0000774	-
h1SMnG0000775	-
h1SMnG0000776	-
h1SMnG0000777	-
h1SMnG0000778	-
h1SMnG0000779	-
h1SMnG0000780	-
h1SMnG0000781	-
h1SMnG0000782	-
h1SMnG0000783	-
h1SMnG0000784	-
h1SMnG0000785	-
h1SMnG0000786	-
h1SMnG0000787	-
h1SMnG0000788	-
h1SMnG0000789	-
h1SMnG0000790	-
h1SMnG0000791	-
h1SMnG0000792	-
h1SMnG0000793	-
h1SMnG0000794	-
h1SMnG0000795	-
h1SMnG0000796	-
h1SMnG0000797	-
h1SMnG0000798	-
h1SMnG0000799	-
h1SMnG0000800	-
h1SMnG0000801	-
h1SMnG0000802	-
h1SMnG0000803	-
h1SMnG0000804	-
h1SMnG0000805	K
h1SMnG0000806	-
h1SMnG0000807	-
h1SMnG0000808	-
h1SMnG0000809	-
h1SMnG0000810	-
h1SMnG0000811	-
h1SMnG0000812	-
h1SMnG0000813	-
h1SMnG0000814	-
h1SMnG0000815	-
h1SMnG0000816	-
h1SMnG0000817	-
h1SMnG0000818	-
h1SMnG0000819	-
h1SMnG0000820	-
h1SMnG0000821	-
h1SMnG0000822	-
h1SMnG0000823	-
h1SMnG0000824	-
h1SMnG0000825	-
h1SMnG0000826	-
h1SMnG0000827	-
h1SMnG0000828	-
h1SMnG0000829	-
h1SMnG0000830	-
h1SMnG0000831	-
h1SMnG0000832	-
h1SMnG0000833	-
h1SMnG0000834	-
h1SMnG0000835	-
h1SMnG0000836	-
h1SMnG0000837	-
h1SMnG0000838	-
h1SMnG0000839	-
h1SMnG0000840	-
h1SMnG0000841	A
h1SMnG0000842	-
h1SMnG0000843	-
h1SMnG0000844	-
h1SMnG0000845	-
h1SMnG0000846	-
h1SMnG0000847	-
h1SMnG0000848	-
h1SMnG0000849	-
h1SMnG0000850	-
h1SMnG0000851	-
h1SMnG0000852	-
h1SMnG0000853	-
h1SMnG0000854	-
h1SMnG0000855	-
h1SMnG0000856	-
h1SMnG0000857	-
h1SMnG0000858	-
h1SMnG0000859	-
h1SMnG0000860	-
h1SMnG0000861	O
h1SMnG0000862	-
h1SMnG0000863	-
h1SMnG0000864	-
h1SMnG0000865	-
h1SMnG0000866	-
h1SMnG0000867	O
h1SMnG0000868	-
h1SMnG0000869	-
h1SMnG0000870	-
h1SMnG0000871	-
h1SMnG0000872	-
h1SMnG0000873	-
h1SMnG0000874	-
h1SMnG0000875	-
h1SMnG0000876	-
h1SMnG0000877	-
h1SMnG0000878	-
h1SMnG0000879	-
h1SMnG0000880	-
h1SMnG0000881	-
h1SMnG0000882	-
h1SMnG0000883	-
h1SMnG0000884	-
h1SMnG0000885	-
h1SMnG0000886	-
h1SMnG0000887	-
h1SMnG0000888	-
h1SMnG0000889	-
h1SMnG0000890	-
h1SMnG0000891	-
h1SMnG0000892	-
h1SMnG0000893	-
h1SMnG0000894	-
h1SMnG0000895	-
h1SMnG0000896	-
h1SMnG0000897	-
h1SMnG0000898	-
h1SMnG0000899	-
h1SMnG0000900	-
h1SMnG0000901	-
h1SMnG0000902	-
h1SMnG0000903	-
h1SMnG0000904	-
h1SMnG0000905	-
h1SMnG0000906	-
h1SMnG0000907	-
h1SMnG0000908	-
h1SMnG0000909	-
h1SMnG0000910	-
h1SMnG0000911	-
h1SMnG0000912	-
h1SMnG0000913	-
h1SMnG0000914	-
h1SMnG0000915	-
h1SMnG0000916	-
h1SMnG0000917	-
h1SMnG0000918	-
h1SMnG0000919	-
h1SMnG0000920	-
h1SMnG0000921	-
h1SMnG0000922	-
h1SMnG0000923	-
h1SMnG0000924	-
h1SMnG0000925	-
h1SMnG0000926	-
h1SMnG0000927	-
h1SMnG0000928	-
h1SMnG0000929	-
h1SMnG0000930	O
h1SMnG0000931	-
h1SMnG0000932	-
h1SMnG0000933	-
h1SMnG0000934	-
h1SMnG0000935	-
h1SMnG0000936	-
h1SMnG0000937	-
h1SMnG0000938	-
h1SMnG0000939	-
h1SMnG0000940	-
h1SMnG0000941	-
h1SMnG0000942	-
h1SMnG0000943	BD
h1SMnG0000944	-
h1SMnG0000945	-
h1SMnG0000946	-
h1SMnG0000947	-
h1SMnG0000948	-
h1SMnG0000949	-
h1SMnG0000950	-
h1SMnG0000951	-
h1SMnG0000952	-
h1SMnG0000953	-
h1SMnG0000954	-
h1SMnG0000955	-
h1SMnG0000956	-
h1SMnG0000957	-
h1SMnG0000958	-
h1SMnG0000959	-
h1SMnG0000960	-
h1SMnG0000961	-
h1SMnG0000962	-
h1SMnG0000963	-
h1SMnG0000964	-
h1SMnG0000965	-
h1SMnG0000966	-
h1SMnG0000967	-
h1SMnG0000968	-
h1SMnG0000969	-
h1SMnG0000970	-
h1SMnG0000971	-
h1SMnG0000972	-
h1SMnG0000973	-
h1SMnG0000974	-
h1SMnG0000975	-
h1SMnG0000976	-
h1SMnG0000977	-
h1SMnG0000978	-
h1SMnG0000979	-
h1SMnG0000980	-
h1SMnG0000981	-
h1SMnG0000982	-
h1SMnG0000983	-
h1SMnG0000984	-
h1SMnG0000985	-
h1SMnG0000986	-
h1SMnG0000987	-
h1SMnG0000988	-
h1SMnG0000989	-
h1SMnG0000990	-
h1SMnG0000991	-
h1SMnG0000992	-
h1SMnG0000993	-
h1SMnG0000994	-
h1SMnG0000995	-
h1SMnG0000996	-
h1SMnG0000997	-
h1SMnG0000998	-
h1SMnG0000999	-
h1SMnG0001000	-
h1SMnG0001001	-
h1SMnG0001002	-
h1SMnG0001003	-
h1SMnG0001004	-
h1SMnG0001005	-
h1SMnG0001006	-
h1SMnG0001007	-
h1SMnG0001008	-
h1SMnG0001009	-
h1SMnG0001010	-
h1SMnG0001011	-
h1SMnG0001012	-
h1SMnG0001013	-
h1SMnG0001014	-
h1SMnG0001015	-
h1SMnG0001016	-
h1SMnG0001017	-
h1SMnG0001018	-
h1SMnG0001019	-
h1SMnG0001020	-
h1SMnG0001021	-
h1SMnG0001022	-
h1SMnG0001023	-
h1SMnG0001024	-
h1SMnG0001025	-
h1SMnG0001026	S
h1SMnG0001027	-
h1SMnG0001028	-
h1SMnG0001029	-
h1SMnG0001030	-
h1SMnG0001031	-
h1SMnG0001032	-
h1SMnG0001033	-
h1SMnG0001034	-
h1SMnG0001035	-
h1SMnG0001036	-
h1SMnG0001037	-
h1SMnG0001038	BD
h1SMnG0001039	-
h1SMnG0001040	-
h1SMnG0001041	-
h1SMnG0001042	-
h1SMnG0001043	-
h1SMnG0001044	-
h1SMnG0001045	-
h1SMnG0001046	-
h1SMnG0001047	-
h1SMnG0001048	-
h1SMnG0001049	-
h1SMnG0001050	-
h1SMnG0001051	-
h1SMnG0001052	-
h1SMnG0001053	-
h1SMnG0001054	-
h1SMnG0001055	-
h1SMnG0001056	-
